event_time,VOLTAGE,CURRENT,estSOC,estSOH_R,estSOH_C
"2020-06-27 13:10:31",706.700012,0.0,81.136314,99.731705,99.449997
"2020-06-27 13:10:34",706.700012,0.0,81.11702,99.731705,99.449997
"2020-06-27 13:10:37",706.700012,0.0,81.124245,99.731705,99.449997
"2020-06-27 13:10:40",706.700012,0.0,81.11702,99.731705,99.449997
"2020-06-27 13:10:44",706.799988,0.0,81.177864,99.731705,99.449997
"2020-06-27 13:10:47",706.700012,0.0,81.106308,99.731705,99.449997
"2020-06-27 13:10:50",706.700012,0.0,81.13884,99.731705,99.449997
"2020-06-27 13:10:53",706.700012,0.0,81.110886,99.731705,99.449997
"2020-06-27 13:10:57",706.799988,0.0,81.183449,99.731705,99.449997
"2020-06-27 13:11:00",706.799988,0.0,81.160583,99.731705,99.449997
"2020-06-27 13:11:04",706.799988,0.0,81.186943,99.731705,99.449997
"2020-06-27 13:11:08",706.799988,0.0,81.174797,99.731705,99.449997
"2020-06-27 13:11:12",706.799988,0.0,81.18512,99.731705,99.449997
"2020-06-27 13:11:15",706.799988,0.0,81.179413,99.731705,99.449997
"2020-06-27 13:11:19",706.799988,0.0,81.183647,99.731705,99.449997
"2020-06-27 13:11:22",706.799988,0.0,81.181084,99.731705,99.449997
"2020-06-27 13:11:26",706.799988,0.0,81.182869,99.731705,99.449997
"2020-06-27 13:11:29",706.700012,0.0,81.124512,99.731705,99.449997
"2020-06-27 13:11:33",706.799988,0.0,81.193932,99.731705,99.449997
"2020-06-27 13:11:37",706.799988,0.0,81.162567,99.731705,99.449997
"2020-06-27 13:11:41",706.700012,0.0,81.132393,99.731705,99.449997
"2020-06-27 13:11:44",706.799988,0.0,81.186287,99.731705,99.449997
"2020-06-27 13:11:48",706.799988,0.0,81.166443,99.731705,99.449997
"2020-06-27 13:11:51",706.799988,0.0,81.186562,99.731705,99.449997
"2020-06-27 13:11:55",706.700012,0.0,81.119354,99.731705,99.449997
"2020-06-27 13:11:58",706.799988,0.0,81.196068,99.731705,99.449997
"2020-06-27 13:12:02",706.799988,0.0,81.160583,99.731705,99.449997
"2020-06-27 13:12:05",706.700012,0.0,81.133484,99.731705,99.449997
"2020-06-27 13:12:09",706.700012,0.0,81.128242,99.731705,99.449997
"2020-06-27 13:12:12",706.799988,0.0,81.178368,99.731705,99.449997
"2020-06-27 13:12:16",706.799988,0.0,81.166756,99.731705,99.449997
"2020-06-27 13:12:19",706.799988,0.0,81.184151,99.731705,99.449997
"2020-06-27 13:12:23",706.799988,0.0,81.1772,99.731705,99.449997
"2020-06-27 13:12:26",706.799988,0.0,81.1838,99.731705,99.449997
"2020-06-27 13:12:30",706.799988,0.0,81.180382,99.731705,99.449997
"2020-06-27 13:12:33",706.799988,0.0,81.183022,99.731705,99.449997
"2020-06-27 13:12:37",706.799988,0.0,81.181473,99.731705,99.449997
"2020-06-27 13:12:41",706.799988,0.0,81.182602,99.731705,99.449997
"2020-06-27 13:12:44",706.799988,0.0,81.1819,99.731705,99.449997
"2020-06-27 13:12:47",706.799988,0.0,81.182404,99.731705,99.449997
"2020-06-27 13:12:51",706.799988,0.0,81.182091,99.731705,99.449997
"2020-06-27 13:12:54",706.799988,0.0,81.182289,99.731705,99.449997
"2020-06-27 13:12:58",706.700012,0.0,81.124901,99.731705,99.449997
"2020-06-27 13:13:01",706.799988,0.0,81.193703,99.731705,99.449997
"2020-06-27 13:13:05",706.799988,0.0,81.16272,99.731705,99.449997
"2020-06-27 13:13:08",706.799988,0.0,81.189545,99.731705,99.449997
"2020-06-27 13:13:12",706.799988,0.0,81.174911,99.731705,99.449997
"2020-06-27 13:13:15",706.799988,0.0,81.185898,99.731705,99.449997
"2020-06-27 13:13:19",706.700012,0.0,81.12207,99.731705,99.449997
"2020-06-27 13:13:22",706.799988,0.0,81.195335,99.731705,99.449997
"2020-06-27 13:13:25",706.799988,0.0,81.161552,99.731705,99.449997
"2020-06-27 13:13:29",706.799988,0.0,81.190285,99.731705,99.449997
"2020-06-27 13:13:32",706.799988,0.0,81.174408,99.731705,99.449997
"2020-06-27 13:13:36",706.799988,0.0,81.186172,99.731705,99.449997
"2020-06-27 13:13:39",706.799988,0.0,81.179062,99.731705,99.449997
"2020-06-27 13:13:43",706.799988,0.0,81.184036,99.731705,99.449997
"2020-06-27 13:13:46",706.700012,0.0,81.123657,99.731705,99.449997
"2020-06-27 13:13:49",706.700012,0.0,81.137207,99.731705,99.449997
"2020-06-27 13:13:53",706.799988,0.0,81.173668,99.731705,99.449997
"2020-06-27 13:13:56",706.700012,0.0,81.113174,99.731705,99.449997
"2020-06-27 13:13:59",706.799988,0.0,81.193428,99.731705,99.449997
"2020-06-27 13:14:03",706.799988,0.0,81.159264,99.731705,99.449997
"2020-06-27 13:14:06",706.700012,0.0,81.132904,99.731705,99.449997
"2020-06-27 13:14:10",706.799988,0.0,81.185158,99.731705,99.449997
"2020-06-27 13:14:13",706.700012,0.0,81.109566,99.731705,99.449997
"2020-06-27 13:14:16",706.799988,0.0,81.197624,99.731705,99.449997
"2020-06-27 13:14:20",706.799988,0.0,81.157326,99.731705,99.449997
"2020-06-27 13:14:23",706.799988,0.0,81.191803,99.731705,99.449997
"2020-06-27 13:14:27",706.799988,0.0,81.172813,99.731705,99.449997
"2020-06-27 13:14:30",706.799988,0.0,81.186989,99.731705,99.449997
"2020-06-27 13:14:33",706.799988,0.0,81.178444,99.731705,99.449997
"2020-06-27 13:14:37",706.799988,0.0,81.184425,99.731705,99.449997
"2020-06-27 13:14:40",706.799988,0.0,81.180656,99.731705,99.449997
"2020-06-27 13:14:43",706.700012,0.0,81.125954,99.731705,99.449997
"2020-06-27 13:14:47",706.799988,0.0,81.193001,99.731705,99.449997
"2020-06-27 13:14:50",706.799988,0.0,81.163147,99.731705,99.449997
"2020-06-27 13:14:53",706.799988,0.0,81.18924,99.731705,99.449997
"2020-06-27 13:14:57",706.700012,0.0,81.117836,99.731705,99.449997
"2020-06-27 13:15:00",706.700012,0.0,81.139969,99.731705,99.449997
"2020-06-27 13:15:04",706.799988,0.0,81.171341,99.731705,99.449997
"2020-06-27 13:15:07",706.799988,0.0,81.17173,99.731705,99.449997
"2020-06-27 13:15:10",706.799988,0.0,81.181046,99.731705,99.449997
"2020-06-27 13:15:14",706.799988,0.0,81.179298,99.731705,99.449997
"2020-06-27 13:15:17",706.700012,0.0,81.125214,99.731705,99.449997
"2020-06-27 13:15:20",706.799988,0.0,81.192734,99.731705,99.449997
"2020-06-27 13:15:24",706.799988,0.0,81.162994,99.731705,99.449997
"2020-06-27 13:15:27",706.799988,0.0,81.189201,99.731705,99.449997
"2020-06-27 13:15:30",706.799988,0.0,81.175026,99.731705,99.449997
"2020-06-27 13:15:34",706.799988,0.0,81.185745,99.731705,99.449997
"2020-06-27 13:15:37",706.799988,0.0,81.179337,99.731705,99.449997
"2020-06-27 13:15:40",706.799988,0.0,81.183838,99.731705,99.449997
"2020-06-27 13:15:43",706.799988,0.0,81.181007,99.731705,99.449997
"2020-06-27 13:15:47",706.799988,0.0,81.182945,99.731705,99.449997
"2020-06-27 13:15:50",706.700012,0.0,81.124474,99.731705,99.449997
"2020-06-27 13:15:53",706.799988,0.0,81.193977,99.731705,99.449997
"2020-06-27 13:15:57",706.799988,0.0,81.162529,99.731705,99.449997
"2020-06-27 13:16:00",706.799988,0.0,81.189667,99.731705,99.449997
"2020-06-27 13:16:03",706.799988,0.0,81.174797,99.731705,99.449997
"2020-06-27 13:16:07",706.799988,0.0,81.185936,99.731705,99.449997
"2020-06-27 13:16:10",706.799988,0.0,81.179222,99.731705,99.449997
"2020-06-27 13:16:13",706.799988,0.0,81.18396,99.731705,99.449997
"2020-06-27 13:16:16",706.799988,0.0,81.181007,99.731705,99.449997
"2020-06-27 13:16:20",706.799988,0.0,81.182983,99.731705,99.449997
"2020-06-27 13:16:23",706.799988,0.0,81.181702,99.731705,99.449997
"2020-06-27 13:16:26",706.799988,0.0,81.182556,99.731705,99.449997
"2020-06-27 13:16:30",706.799988,0.0,81.182014,99.731705,99.449997
"2020-06-27 13:16:33",706.799988,0.0,81.182365,99.731705,99.449997
"2020-06-27 13:16:36",706.799988,0.0,81.182129,99.731705,99.449997
"2020-06-27 13:16:39",706.799988,0.0,81.182289,99.731705,99.449997
"2020-06-27 13:16:43",706.799988,0.0,81.182175,99.731705,99.449997
"2020-06-27 13:16:46",706.799988,0.0,81.182251,99.731705,99.449997
"2020-06-27 13:16:49",706.799988,0.0,81.182175,99.731705,99.449997
"2020-06-27 13:16:53",706.799988,0.0,81.182251,99.731705,99.449997
"2020-06-27 13:16:56",706.799988,0.0,81.182175,99.731705,99.449997
"2020-06-27 13:16:59",706.799988,0.0,81.182251,99.731705,99.449997
"2020-06-27 13:17:02",706.799988,0.0,81.182175,99.731705,99.449997
"2020-06-27 13:17:06",706.799988,0.0,81.182251,99.731705,99.449997
"2020-06-27 13:17:09",706.799988,0.0,81.182175,99.731705,99.449997
"2020-06-27 13:17:12",706.799988,0.0,81.182251,99.731705,99.449997
"2020-06-27 13:17:16",706.799988,0.0,81.182175,99.731705,99.449997
"2020-06-27 13:17:19",706.799988,0.0,81.182251,99.731705,99.449997
"2020-06-27 13:17:22",706.700012,0.0,81.124939,99.731705,99.449997
"2020-06-27 13:17:26",706.799988,0.0,81.193665,99.731705,99.449997
"2020-06-27 13:17:29",706.799988,0.0,81.162758,99.731705,99.449997
"2020-06-27 13:17:32",706.799988,0.0,81.189545,99.731705,99.449997
"2020-06-27 13:17:35",706.799988,0.0,81.174911,99.731705,99.449997
"2020-06-27 13:17:39",706.799988,0.0,81.185898,99.731705,99.449997
"2020-06-27 13:17:42",706.799988,0.0,81.179298,99.731705,99.449997
"2020-06-27 13:17:45",706.799988,0.0,81.183922,99.731705,99.449997
"2020-06-27 13:17:49",706.799988,0.0,81.180969,99.731705,99.449997
"2020-06-27 13:17:52",706.799988,0.0,81.182945,99.731705,99.449997
"2020-06-27 13:17:55",706.799988,0.0,81.181702,99.731705,99.449997
"2020-06-27 13:17:58",706.700012,0.0,81.12529,99.731705,99.449997
"2020-06-27 13:18:02",706.799988,0.0,81.193428,99.731705,99.449997
"2020-06-27 13:18:05",706.799988,0.0,81.162872,99.731705,99.449997
"2020-06-27 13:18:08",706.799988,0.0,81.18943,99.731705,99.449997
"2020-06-27 13:18:12",706.799988,0.0,81.17495,99.731705,99.449997
"2020-06-27 13:18:15",706.799988,0.0,81.185822,99.731705,99.449997
"2020-06-27 13:18:18",706.799988,0.0,81.179337,99.731705,99.449997
"2020-06-27 13:18:22",706.799988,0.0,81.183876,99.731705,99.449997
"2020-06-27 13:18:25",706.799988,0.0,81.181007,99.731705,99.449997
"2020-06-27 13:18:28",706.700012,0.0,81.125717,99.731705,99.449997
"2020-06-27 13:18:32",706.799988,0.0,81.193161,99.731705,99.449997
"2020-06-27 13:18:35",706.799988,0.0,81.163071,99.731705,99.449997
"2020-06-27 13:18:39",706.799988,0.0,81.189316,99.731705,99.449997
"2020-06-27 13:18:43",706.799988,0.0,81.175064,99.731705,99.449997
"2020-06-27 13:18:47",706.799988,0.0,81.185745,99.731705,99.449997
"2020-06-27 13:18:50",706.799988,0.0,81.179337,99.731705,99.449997
"2020-06-27 13:18:54",706.700012,0.0,81.12661,99.731705,99.449997
"2020-06-27 13:18:57",706.799988,0.0,81.192497,99.731705,99.449997
"2020-06-27 13:19:01",706.799988,0.0,81.16346,99.731705,99.449997
"2020-06-27 13:19:04",706.799988,0.0,81.189041,99.731705,99.449997
"2020-06-27 13:19:08",706.799988,0.0,81.175224,99.731705,99.449997
"2020-06-27 13:19:11",706.799988,0.0,81.185669,99.731705,99.449997
"2020-06-27 13:19:15",706.799988,0.0,81.179413,99.731705,99.449997
"2020-06-27 13:19:18",706.799988,0.0,81.1838,99.731705,99.449997
"2020-06-27 13:19:22",706.799988,0.0,81.181046,99.731705,99.449997
"2020-06-27 13:19:25",706.799988,0.0,81.182945,99.731705,99.449997
"2020-06-27 13:19:29",706.799988,0.0,81.181702,99.731705,99.449997
"2020-06-27 13:19:32",706.799988,0.0,81.182518,99.731705,99.449997
"2020-06-27 13:19:35",706.799988,0.0,81.182014,99.731705,99.449997
"2020-06-27 13:19:39",706.799988,0.0,81.182327,99.731705,99.449997
"2020-06-27 13:19:42",706.799988,0.0,81.182129,99.731705,99.449997
"2020-06-27 13:19:46",706.799988,0.0,81.182289,99.731705,99.449997
"2020-06-27 13:19:49",706.799988,0.0,81.182175,99.731705,99.449997
"2020-06-27 13:19:52",706.799988,0.0,81.182251,99.731705,99.449997
"2020-06-27 13:19:56",706.799988,0.0,81.182175,99.731705,99.449997
"2020-06-27 13:19:59",706.799988,0.0,81.182251,99.731705,99.449997
"2020-06-27 13:20:02",706.799988,0.0,81.182175,99.731705,99.449997
"2020-06-27 13:20:06",706.799988,0.0,81.182251,99.731705,99.449997
"2020-06-27 13:20:09",706.799988,0.0,81.182175,99.731705,99.449997
"2020-06-27 13:20:13",706.799988,0.0,81.182251,99.731705,99.449997
"2020-06-27 13:20:16",706.900024,0.0,81.239441,99.731705,99.449997
"2020-06-27 13:20:19",706.799988,0.0,81.170753,99.731705,99.449997
"2020-06-27 13:20:23",706.799988,0.0,81.20166,99.731705,99.449997
"2020-06-27 13:20:26",706.799988,0.0,81.174873,99.731705,99.449997
"2020-06-27 13:20:29",706.799988,0.0,81.189507,99.731705,99.449997
"2020-06-27 13:20:33",706.799988,0.0,81.17852,99.731705,99.449997
"2020-06-27 13:20:36",706.799988,0.0,81.18512,99.731705,99.449997
"2020-06-27 13:20:39",706.799988,0.0,81.180504,99.731705,99.449997
"2020-06-27 13:20:43",706.799988,0.0,81.183449,99.731705,99.449997
"2020-06-27 13:20:46",706.799988,0.0,81.181473,99.731705,99.449997
"2020-06-27 13:20:50",706.799988,0.0,81.182716,99.731705,99.449997
"2020-06-27 13:20:53",706.799988,0.0,81.181862,99.731705,99.449997
"2020-06-27 13:20:56",706.799988,0.0,81.182404,99.731705,99.449997
"2020-06-27 13:21:00",706.799988,0.0,81.182053,99.731705,99.449997
"2020-06-27 13:21:03",706.799988,0.0,81.182289,99.731705,99.449997
"2020-06-27 13:21:07",706.799988,0.0,81.182129,99.731705,99.449997
"2020-06-27 13:21:10",706.799988,0.0,81.182251,99.731705,99.449997
"2020-06-27 13:21:13",706.799988,0.0,81.182175,99.731705,99.449997
"2020-06-27 13:21:17",706.799988,0.0,81.182251,99.731705,99.449997
"2020-06-27 13:21:20",706.799988,0.0,81.182175,99.731705,99.449997
"2020-06-27 13:21:23",706.799988,0.0,81.182251,99.731705,99.449997
"2020-06-27 13:21:27",706.799988,0.0,81.182175,99.731705,99.449997
"2020-06-27 13:21:30",706.799988,0.0,81.182251,99.731705,99.449997
"2020-06-27 13:21:33",706.799988,0.0,81.182175,99.731705,99.449997
"2020-06-27 13:21:37",706.799988,0.0,81.182251,99.731705,99.449997
"2020-06-27 13:21:40",706.799988,0.0,81.182175,99.731705,99.449997
"2020-06-27 13:21:43",706.799988,0.0,81.182251,99.731705,99.449997
"2020-06-27 13:21:47",706.799988,0.0,81.182175,99.731705,99.449997
"2020-06-27 13:21:50",706.700012,0.0,81.125023,99.731705,99.449997
"2020-06-27 13:21:53",706.799988,0.0,81.193665,99.731705,99.449997
"2020-06-27 13:21:57",706.799988,0.0,81.162758,99.731705,99.449997
"2020-06-27 13:22:00",706.799988,0.0,81.189507,99.731705,99.449997
"2020-06-27 13:22:03",706.799988,0.0,81.174911,99.731705,99.449997
"2020-06-27 13:22:07",706.799988,0.0,81.18586,99.731705,99.449997
"2020-06-27 13:22:10",706.799988,0.0,81.179298,99.731705,99.449997
"2020-06-27 13:22:13",706.799988,0.0,81.183876,99.731705,99.449997
"2020-06-27 13:22:16",706.799988,0.0,81.181007,99.731705,99.449997
"2020-06-27 13:22:20",706.700012,0.0,81.125717,99.731705,99.449997
"2020-06-27 13:22:23",706.799988,0.0,81.193161,99.731705,99.449997
"2020-06-27 13:22:27",706.799988,0.0,81.163071,99.731705,99.449997
"2020-06-27 13:22:30",706.799988,0.0,81.189316,99.731705,99.449997
"2020-06-27 13:22:33",706.799988,0.0,81.175064,99.731705,99.449997
"2020-06-27 13:22:36",706.799988,0.0,81.185745,99.731705,99.449997
"2020-06-27 13:22:40",706.700012,0.0,81.122108,99.731705,99.449997
"2020-06-27 13:22:43",706.799988,0.0,81.195297,99.731705,99.449997
"2020-06-27 13:22:46",706.799988,0.0,81.161591,99.731705,99.449997
"2020-06-27 13:22:50",706.799988,0.0,81.190285,99.731705,99.449997
"2020-06-27 13:22:53",706.799988,0.0,81.174408,99.731705,99.449997
"2020-06-27 13:22:56",706.799988,0.0,81.186172,99.731705,99.449997
"2020-06-27 13:23:00",706.799988,0.0,81.179062,99.731705,99.449997
"2020-06-27 13:23:03",706.799988,0.0,81.184036,99.731705,99.449997
"2020-06-27 13:23:07",706.799988,0.0,81.180893,99.731705,99.449997
"2020-06-27 13:23:10",706.799988,0.0,81.183022,99.731705,99.449997
"2020-06-27 13:23:13",706.700012,0.0,81.124435,99.731705,99.449997
"2020-06-27 13:23:16",706.700012,0.0,81.136787,99.731705,99.449997
"2020-06-27 13:23:20",706.799988,0.0,81.173981,99.731705,99.449997
"2020-06-27 13:23:23",706.799988,0.0,81.17025,99.731705,99.449997
"2020-06-27 13:23:26",706.799988,0.0,81.182129,99.731705,99.449997
"2020-06-27 13:23:30",706.700012,0.0,81.121407,99.731705,99.449997
"2020-06-27 13:23:33",706.799988,0.0,81.194321,99.731705,99.449997
"2020-06-27 13:23:36",706.799988,0.0,81.161552,99.731705,99.449997
"2020-06-27 13:23:40",706.700012,0.0,81.132706,99.731705,99.449997
"2020-06-27 13:23:43",706.799988,0.0,81.185936,99.731705,99.449997
"2020-06-27 13:23:47",706.799988,0.0,81.166603,99.731705,99.449997
"2020-06-27 13:23:50",706.799988,0.0,81.18644,99.731705,99.449997
"2020-06-27 13:23:53",706.700012,0.0,81.119469,99.731705,99.449997
"2020-06-27 13:23:57",706.799988,0.0,81.19603,99.731705,99.449997
"2020-06-27 13:24:00",706.799988,0.0,81.160622,99.731705,99.449997
"2020-06-27 13:24:03",706.799988,0.0,81.190674,99.731705,99.449997
"2020-06-27 13:24:07",706.799988,0.0,81.174057,99.731705,99.449997
"2020-06-27 13:24:10",706.700012,0.0,81.129135,99.731705,99.449997
"2020-06-27 13:24:13",706.799988,0.0,81.190399,99.731705,99.449997
"2020-06-27 13:24:17",706.799988,0.0,81.164658,99.731705,99.449997
"2020-06-27 13:24:20",706.700012,0.0,81.13092,99.731705,99.449997
"2020-06-27 13:24:24",706.700012,0.0,81.12999,99.731705,99.449997
"2020-06-27 13:24:27",706.799988,0.0,81.177277,99.731705,99.449997
"2020-06-27 13:24:30",706.799988,0.0,81.167534,99.731705,99.449997
"2020-06-27 13:24:33",706.799988,0.0,81.183685,99.731705,99.449997
"2020-06-27 13:24:37",706.799988,0.0,81.177513,99.731705,99.449997
"2020-06-27 13:24:40",706.799988,0.0,81.183609,99.731705,99.449997
"2020-06-27 13:24:44",706.799988,0.0,81.180542,99.731705,99.449997
"2020-06-27 13:24:47",706.799988,0.0,81.182945,99.731705,99.449997
"2020-06-27 13:24:51",706.799988,0.0,81.181549,99.731705,99.449997
"2020-06-27 13:24:54",706.799988,0.0,81.182556,99.731705,99.449997
"2020-06-27 13:24:57",706.799988,0.0,81.181938,99.731705,99.449997
"2020-06-27 13:25:01",706.799988,0.0,81.182365,99.731705,99.449997
"2020-06-27 13:25:04",706.799988,0.0,81.182091,99.731705,99.449997
"2020-06-27 13:25:07",706.799988,0.0,81.182251,99.731705,99.449997
"2020-06-27 13:25:11",706.799988,0.0,81.182129,99.731705,99.449997
"2020-06-27 13:25:14",706.799988,0.0,81.182251,99.731705,99.449997
"2020-06-27 13:25:17",706.799988,0.0,81.182175,99.731705,99.449997
"2020-06-27 13:25:21",706.799988,0.0,81.182251,99.731705,99.449997
"2020-06-27 13:25:24",706.799988,0.0,81.182175,99.731705,99.449997
"2020-06-27 13:25:27",706.799988,0.0,81.182251,99.731705,99.449997
"2020-06-27 13:25:31",706.799988,0.0,81.182175,99.731705,99.449997
"2020-06-27 13:25:34",706.799988,0.0,81.182251,99.731705,99.449997
"2020-06-27 13:25:37",706.799988,0.0,81.182175,99.731705,99.449997
"2020-06-27 13:25:41",706.799988,0.0,81.182251,99.731705,99.449997
"2020-06-27 13:25:44",706.799988,0.0,81.182175,99.731705,99.449997
"2020-06-27 13:25:47",706.799988,0.0,81.182251,99.731705,99.449997
"2020-06-27 13:25:51",706.799988,0.0,81.182175,99.731705,99.449997
"2020-06-27 13:25:54",706.799988,0.0,81.182251,99.731705,99.449997
"2020-06-27 13:25:58",706.799988,0.0,81.182175,99.731705,99.449997
"2020-06-27 13:26:01",706.700012,0.0,81.125023,99.731705,99.449997
"2020-06-27 13:26:05",706.700012,0.0,81.136398,99.731705,99.449997
"2020-06-27 13:26:08",706.799988,0.0,81.17421,99.731705,99.449997
"2020-06-27 13:26:12",706.799988,0.0,81.170059,99.731705,99.449997
"2020-06-27 13:26:16",706.799988,0.0,81.182251,99.731705,99.449997
"2020-06-27 13:26:19",706.700012,0.0,81.121292,99.731705,99.449997
"2020-06-27 13:26:23",706.799988,0.0,81.194405,99.731705,99.449997
"2020-06-27 13:26:27",706.799988,0.0,81.161476,99.731705,99.449997
"2020-06-27 13:26:30",706.799988,0.0,81.190018,99.731705,99.449997
"2020-06-27 13:26:34",706.799988,0.0,81.174446,99.731705,99.449997
"2020-06-27 13:26:38",706.799988,0.0,81.186134,99.731705,99.449997
"2020-06-27 13:26:41",706.700012,0.0,81.121872,99.731705,99.449997
"2020-06-27 13:26:45",706.700012,0.0,81.138222,99.731705,99.449997
"2020-06-27 13:26:48",706.799988,0.0,81.172928,99.731705,99.449997
"2020-06-27 13:26:52",706.799988,0.0,81.170876,99.731705,99.449997
"2020-06-27 13:26:55",706.700012,0.0,81.124474,99.731705,99.449997
"2020-06-27 13:26:58",706.799988,0.0,81.190323,99.731705,99.449997
"2020-06-27 13:27:02",706.799988,0.0,81.163223,99.731705,99.449997
"2020-06-27 13:27:05",706.799988,0.0,81.188461,99.731705,99.449997
"2020-06-27 13:27:09",706.700012,0.0,81.118034,99.731705,99.449997
"2020-06-27 13:27:12",706.799988,0.0,81.196922,99.731705,99.449997
"2020-06-27 13:27:16",706.799988,0.0,81.160042,99.731705,99.449997
"2020-06-27 13:27:19",706.799988,0.0,81.191063,99.731705,99.449997
"2020-06-27 13:27:22",706.799988,0.0,81.173782,99.731705,99.449997
"2020-06-27 13:27:26",706.799988,0.0,81.186523,99.731705,99.449997
"2020-06-27 13:27:29",706.799988,0.0,81.178795,99.731705,99.449997
"2020-06-27 13:27:32",706.799988,0.0,81.184189,99.731705,99.449997
"2020-06-27 13:27:36",706.799988,0.0,81.180809,99.731705,99.449997
"2020-06-27 13:27:39",706.799988,0.0,81.183105,99.731705,99.449997
"2020-06-27 13:27:43",706.799988,0.0,81.181587,99.731705,99.449997
"2020-06-27 13:27:46",706.799988,0.0,81.182602,99.731705,99.449997
"2020-06-27 13:27:49",706.799988,0.0,81.181938,99.731705,99.449997
"2020-06-27 13:27:53",706.799988,0.0,81.182404,99.731705,99.449997
"2020-06-27 13:27:56",706.799988,0.0,81.182091,99.731705,99.449997
"2020-06-27 13:27:59",706.799988,0.0,81.182289,99.731705,99.449997
"2020-06-27 13:28:03",706.799988,0.0,81.182129,99.731705,99.449997
"2020-06-27 13:28:06",706.799988,0.0,81.182251,99.731705,99.449997
"2020-06-27 13:28:10",706.799988,0.0,81.182175,99.731705,99.449997
"2020-06-27 13:28:13",706.799988,0.0,81.182251,99.731705,99.449997
"2020-06-27 13:28:16",706.799988,0.0,81.182175,99.731705,99.449997
"2020-06-27 13:28:20",706.799988,0.0,81.182251,99.731705,99.449997
"2020-06-27 13:28:23",706.799988,0.0,81.182175,99.731705,99.449997
"2020-06-27 13:28:27",706.799988,0.0,81.182251,99.731705,99.449997
"2020-06-27 13:28:30",706.799988,0.0,81.182175,99.731705,99.449997
"2020-06-27 13:28:33",706.799988,0.0,81.182251,99.731705,99.449997
"2020-06-27 13:28:37",706.799988,0.0,81.182175,99.731705,99.449997
"2020-06-27 13:28:40",706.799988,0.0,81.182251,99.731705,99.449997
"2020-06-27 13:28:44",706.799988,0.0,81.182175,99.731705,99.449997
"2020-06-27 13:28:47",706.799988,0.0,81.182251,99.731705,99.449997
"2020-06-27 13:28:50",706.799988,0.0,81.182175,99.731705,99.449997
"2020-06-27 13:28:54",706.799988,0.0,81.182251,99.731705,99.449997
"2020-06-27 13:28:57",706.799988,0.0,81.182175,99.731705,99.449997
"2020-06-27 13:29:01",706.799988,0.0,81.182251,99.731705,99.449997
